text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
"سبق وكليتها , و كليت حتا الدلاح ؤ السويهلا بلخبز هههههه",positive,negative,negative,negative,positive,positive,negative,negative,negative
"قبل ماتسقيها خاص تجيب بعدا بذور مزيانة و إلا را واخا تسقيها بماء زمزم , را مكاين والو.",negative,positive,positive,negative,negative,negative,negative,negative,negative
"الأسرة هي إنعكاس للمجتمع وكل الإدارات و الحكومات. هناك تتم برمجة أي كائن تراه اليوم في أي منصب وكل جوانب الحياة. و الحقيقة أن جل الأسر مبرمجة على فكر فاسد ينعكس ذلك على كل القطاعات بداية من دربكم ونتا غادي, للأسف💔",negative,negative,negative,negative,negative,negative,negative,negative,negative
"مكيعجبونيش هاد الصور حيت بكل صراحة تروج لصورة متطرفة, وتجعل من غير المؤمن على أنه خير و أفضل, في حين كين الخير و الشر في الجميع طبعا توجد صفات سيئة في أفراد لا توجد في آخرين, لكن هاد المنشورات لن تعالج لأمر.",negative,positive,positive,positive,negative,positive,negative,negative,negative
: كم هي جميلة مرحلة النضج التي تصلها عندما لا يهمك الرد المتأخر ولا يهمك معرفة أي شيء عن أي شخص ولا يأتيك الفضول لكي تعر…,negative,negative,negative,negative,negative,negative,positive,negative,negative
"متقدرش, حيت را دماغك باغي يفهم ومني كدخل تفهم كتزيد تودر , كتولي تقول كون غا خلاقيت فوقيت شلوح قبل مايجيو لعرب ويجيبو معاهم ديك الروينة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"بصراحة , مني كنبدا نقلب فالدين و كنغراااق فتقلاب , كنولي نقول: يااااربي وكون غا تزاديت فلمغرب يماااات كانو غا لأمازيغ هنا عايشين وسط الطبيعة , و مت وتهنييييت.",negative,negative,negative,negative,negative,negative,negative,negative,negative
katzni b3aynik o tkhon khatibtek a sahbiiiii🚮,negative,positive,positive,negative,positive,negative,negative,negative,negative
كنضن شرب الماء كيكون على حسب وزن الشخص ؤ طبيعة دوامو اليومي,negative,negative,negative,negative,positive,negative,positive,negative,negative
الله يكثر لنا من بحالو,positive,negative,negative,positive,positive,positive,negative,positive,positive
"كنضن معرفتش نوصل الفكرة , كل ما في لأمر أن علاقاتي الشخصية محدودة جدا ؤ ولكن مثلا علاقات د الدراسة و العمل كيكونو كتااار , متال: فدرب ماشي غنريح مع الجميع حيت صحابي ولكن كلهم أحترمهم وكنسلم عليهم.",negative,negative,negative,negative,negative,negative,positive,negative,negative
"هدرا خاااوية , إلى مو وباه مغاربة راه مغريبي واخا تكون عندو 100 جنسية خرا و لكن مخاصناش ننساو الجميل دلبلد لي كوناتو طبعا و لكن راه كيبقا مغريبي بغاو أكرهو",negative,negative,negative,negative,negative,negative,negative,negative,negative
"ترامب عين البروفيسور منصف السلاوي للإشراف على تطوير اللقاح , لمغاربة حصلو فواش نقولو له مغربي ولا أمريكي ولا بلجيكي مغريبي ولا مغريبي بلجيكي أمريكي ولا أمريكي مغربي بلجيكي.",positive,negative,negative,negative,negative,negative,negative,negative,negative
"أتفق رفيقتي تيسليت ولكن إن كان قد ولد من والدين مغربيين فهو مغربي لأصل , حتا و إن حصل على كل جنسيات العالم , لكن لايجب أننكر جميل من كونوه طبعا.",positive,negative,negative,negative,negative,negative,negative,negative,negative
"بغض النظر على شنو كتبتي و أنا أتفق معك فجزء فيه , ولكن إن كان قد ولد من أبوين مغاربة و بالمغرب فهو مغربي أولا , حتا و إن حصل على كل جنسيات دول العالم.",negative,negative,negative,negative,negative,negative,negative,negative,negative
: ياك بغيتو شعب جاهل؟ ياك درتو المستحيل باش تكلخوه بشكل ممنهج؟ وا ها هوا طليوه دابا.,negative,negative,negative,negative,negative,negative,negative,negative,negative
لا شريها وجيبي حتا لبنت لي تخشيهم فلماكينة و تعاونك في الدار هههههههههه,negative,negative,negative,negative,negative,negative,negative,negative,negative
"تمااااما سي لقايد , كل ما في لأمر جيل أبائنا, كانو كيقودوها ولكن مكانوش كيوثقو أغلاطهم بكاميرات على عكس جيلنا , وهدا مخلي جيل دوالدينا كيتبوردو علينا بديك لهدرا ديال جلهم حسن من جيلنا كيخليوني نحس شي خطرات أنهم ملائكة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"لا بلاتي أرفيقتي نهى , دابا لي كين هو أننا مكنعرفوش واش باغة تشكي تخوي قلبها أو باغا تشكي باش تلقى حل للمشكل, وهنا كيتخلط الحابل بالنابل عند الدراري مساكن ههههه",negative,negative,negative,negative,negative,negative,negative,negative,negative
"كل صورة كتحطها لهاد الدرب هاصني نكتب هادي: لحبوس❤. فرمضان لي داز ولي قبل كنت كنجي من لحي لمحمدي على رجلي حتال لحبوس ونضور مزيان فلحبوس ونمشي لجردة مردوخ ؤ و نستاراح تماك ونتم راجع , لحبوس أحسن درب فكازا",positive,negative,negative,negative,negative,positive,negative,negative,negative
بطبيعت لحال را كين بنات صايمات و هذا عامل يؤخر من توصلك بالنودز,negative,negative,negative,negative,negative,negative,negative,negative,negative
: اكبر بنات القحاب هوما دوك الدراري لي كيبقاو يقولو على راسهم انا خاااايب انا ما زوييينش و كيبقاو يطيحو بكرهم باش يبقاو فناس…,negative,negative,negative,negative,negative,negative,negative,negative,negative
"مشيت ليوتوب نتفرج فديك السوحليفة لي صدعتو لنا راسنا بيها , على أنها تفسد أخلاق أبنائكم , وصلت للحلقة 7 و تقطع الضو في الدرب كااامل الديور و الزنقة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"الذكاء العاطفي المرتفع كنضن هو سبب نجاح الناجحين , كين لي كتاسبو بالفطرة وكين لي بالتدريب.",negative,negative,negative,negative,negative,negative,negative,negative,negative
: rbi 3ati 3 d as2ila o dkhl l'jena nta kifach azebi 3atini 40 soal 3la concours,positive,positive,positive,positive,positive,positive,positive,negative,negative
"ههههه واخا معرت شنو تقولي ليا , من وجهة نظري الضرب مخدااااامش و ماشي هو لي كيربي.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"ههه وحدة لي عاقل عليها مزيااان , معقلتش شنو كنت درت ؤ لوالدة هزاتني بقرصة من كرشي حتا الروح بغات تخرج , متنساش ليا , وبصراحة كنتفكرها كنكعا حيت أنا ضدد الضرب ؤ بالنسبة لي الضرب مكيربيش فناس صفات زوينة و كيربي فيهم غا الخوف.",negative,negative,negative,negative,positive,negative,negative,negative,negative
